arm,pid,metric,n_logged_steps,mean,population_std,min,max,step1,step150,last50_mean
target_teachertopk,731889,episode/success_rate,150,0.5392399999999999,0.12188987816877987,0.114,0.775,0.144,0.497,0.57764
target_teachertopk,731889,episode/webshop_success_rate,150,0.57744,0.184424563801391,0.008,0.917,0.042,0.475,0.6265
target_teachertopk,731889,episode/webshop_webshop_task_score (not success_rate),150,0.7617466666666667,0.11252834823081495,0.383,0.953,0.383,0.736,0.7905
target_teachertopk,731889,global_seqlen/balanced_max,150,1928840.9733333334,286590.4488593423,1402305.0,3002808.0,2410445.0,1901917.0,1852996.62
target_teachertopk,731889,global_seqlen/balanced_min,150,1928840.5666666667,286590.4595693866,1402305.0,3002808.0,2410445.0,1901917.0,1852996.28
target_teachertopk,731889,global_seqlen/max,150,1986595.3466666667,304365.1450313803,1411426.0,3194419.0,2477407.0,1938826.0,1906640.32
target_teachertopk,731889,global_seqlen/mean,150,1928840.77,286590.4542142593,1402305.0,3002808.0,2410445.0,1901917.0,1852996.45
target_teachertopk,731889,global_seqlen/min,150,1871086.1933333334,276300.55146787036,1376521.0,2811197.0,2343483.0,1865008.0,1799352.58
target_teachertopk,731889,global_seqlen/minmax_diff,150,115509.15333333334,97076.87013858222,1271.0,562081.0,133924.0,73818.0,107287.74
target_teachertopk,731889,opd/score/max,150,10.0,0.0,10.0,10.0,10.0,10.0,10.0
target_teachertopk,731889,opd/score/max/alfworld,150,10.0,0.0,10.0,10.0,10.0,10.0,10.0
target_teachertopk,731889,opd/score/max/search,150,1.0,0.0,1.0,1.0,1.0,1.0,1.0
target_teachertopk,731889,opd/score/max/webshop,150,10.0,0.0,10.0,10.0,10.0,10.0,10.0
target_teachertopk,731889,opd/score/mean,150,3.945186666666667,1.2612176729212483,0.227,7.181,0.35,3.293,4.2469600000000005
target_teachertopk,731889,opd/score/mean/alfworld,150,3.966946666666667,1.4387224832545789,0.241,7.799,0.346,3.274,4.24984
target_teachertopk,731889,opd/score/mean/search,150,0.36944,0.10369342505675083,0.138,0.634,0.338,0.304,0.38578
target_teachertopk,731889,opd/score/mean/webshop,150,5.138586666666667,1.749587997926623,0.067,8.779,0.377,4.306,5.582380000000001
target_teachertopk,731889,opd/score/min,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
target_teachertopk,731889,opd/score/min/alfworld,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
target_teachertopk,731889,opd/score/min/search,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
target_teachertopk,731889,opd/score/min/webshop,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
